timestamp_fixed,cat,altitude_ft,altitude_m,cap,external_adc,humid,lat,lng,long,oxid_gas,prec_gas,pressure,reduc_gas,speed,t_amb,t_ext,t_int,t_ired,temp_ired,volt,timestamp_offset
2016-04-16 13:44:51,HAB_2,37778,11514.7344,2719,0.951,10.2,38.5263888888889,-89.6716666666667,NA,102441,-2.9,21320,332534,NA,-10.2,NA,NA,-84.7,NA,NA,2460
2016-04-16 13:45:51,HAB_2,37921,11558.3208,2719,1.292,10.1,38.5219444444444,-89.6675,NA,104850,-2.8,20472,340856,NA,-11.8,NA,NA,-139.7,NA,NA,2520
2015-03-14 18:59:30,HAB_0,38126,11620.8,2484,NA,10.6,38.41983,-89.45183,NA,24362,-3.4,21276,205548,89,-8.3888888889,-41,2,NA,-12.1111111111,7947,2340
2016-04-16 13:45:51,HAB_3,38393.01304,NA,2719,1.292,10.1,38.32567,-89.3285,-89.3285,104850,-2.8,20472,340856,58,-11.8,NA,NA,-139.7,NA,NA,2100
2015-03-14 19:00:00,HAB_0,38486,11730.53,2484,NA,10.4,38.4225,-89.443,NA,26618,-3.3,20432,222494,10,-9.3333333333,-40,2,NA,-12.1666666667,7927,2370
2015-03-14 19:00:30,HAB_0,38823,11833.25,2484,NA,10.4,38.42533,-89.43367,NA,26618,-3.3,20432,222494,10,-9.3333333333,-39,2,NA,-12.1666666667,7927,2400
2016-04-16 13:46:51,HAB_2,38857,11843.6136,2719,1.125,10.1,38.5180555555556,-89.6627777777778,NA,108867,-2.4,19736,336500,NA,-13.1,NA,NA,-96.4,NA,NA,2580
2015-03-14 19:01:00,HAB_0,39167,11938.1,2500,NA,10.4,38.42833,-89.4235,NA,28740,-3.1,19752,226698,11,-10,-40,2,NA,-12.6666666667,7927,2430
2015-03-14 19:01:30,HAB_0,39540,12051.79,2500,NA,10.4,38.43067,-89.41333,NA,28740,-3.1,19752,226698,11,-10,-40,1,NA,-12.6666666667,7927,2460
2015-03-14 19:02:00,HAB_0,39887,12157.56,2500,NA,10.3,38.433,-89.40283,NA,31139,-3.1,19044,243539,11,-10.6111111111,-38,1,NA,-13.2222222222,7927,2490
2016-04-16 13:47:51,HAB_2,40153,12238.6344,2735,1.345,10,38.5136111111111,-89.6597222222222,NA,113625,-2.9,18944,343227,NA,-15.3,NA,NA,-173.3,NA,NA,2640
2015-03-14 19:02:30,HAB_0,40256,12270.03,2500,NA,10.3,38.43517,-89.3925,NA,31139,-3.1,19044,243539,11,-10.6111111111,-37,1,NA,-13.2222222222,7927,2520
2016-04-16 13:47:51,HAB_3,40614.01049,NA,2735,1.345,10,38.32367,-89.30283,-89.30283,113625,-2.9,18944,343227,67,-15.3,NA,NA,-173.3,NA,NA,2220
2015-03-14 19:03:00,HAB_0,40626,12382.8,2500,NA,10.1,38.4375,-89.3825,NA,33726,-2.9,18392,246900,10,-11.1111111111,-34,1,NA,-13.2777777778,7907,2550
2016-04-16 13:48:51,HAB_2,40777,12428.8296,2719,1.071,10,38.5105555555556,-89.6561111111111,NA,120292,-2.3,18188,342888,NA,-17.4,NA,NA,-185.6,NA,NA,2700
2015-03-14 19:03:30,HAB_0,40999,12496.5,2500,NA,10.1,38.43967,-89.37217,NA,33726,-2.9,18392,246900,11,-11.1111111111,-36,1,NA,-13.2777777778,7907,2580
2015-03-14 19:04:00,HAB_0,41368,12608.97,2516,NA,10.2,38.44183,-89.36167,NA,35374,-3.1,17720,252765,12,-11.5,-36,1,NA,-12.8888888889,7907,2610
2016-04-16 13:49:51,HAB_2,41455,12635.484,2735,1.229,9.9,38.5080555555556,-89.6511111111111,NA,124297,-2.6,17504,345961,NA,-18.7,NA,NA,-165.6,NA,NA,2760
2016-04-16 13:48:51,HAB_3,41497.01576,NA,2719,1.071,10,38.3245,-89.28483,-89.28483,120292,-2.3,18188,342888,94,-17.4,NA,NA,-185.6,NA,NA,2280
2015-03-14 19:04:30,HAB_0,41747,12724.49,2516,NA,10.2,38.44383,-89.35117,NA,35374,-3.1,17720,252765,11,-11.5,-38,1,NA,-12.8888888889,7907,2640
2016-04-16 13:50:51,HAB_2,42099,12831.7752,2735,1.189,9.9,38.5033333333333,-89.6502777777778,NA,206725,-2.7,16772,382300,NA,-20.3,NA,NA,-169.8,NA,NA,2820
2015-03-14 19:05:00,HAB_0,42110,12835.13,2531,NA,10.2,38.44667,-89.34117,NA,36925,-2.8,17084,260033,10,-11.7222222222,-37,1,NA,-12.7777777778,7907,2670
2015-03-14 19:05:30,HAB_0,42465,12943.33,2531,NA,10.2,38.44933,-89.33133,NA,36925,-2.8,17084,260033,11,-11.7222222222,-38,1,NA,-12.7777777778,7907,2700
2015-03-14 19:06:00,HAB_0,42810,13048.49,2531,NA,10.1,38.4515,-89.32183,NA,37756,-3,16484,260287,10,-11.8888888889,-37,0,NA,-13.2777777778,7907,2730
2016-04-16 13:51:51,HAB_2,42983,13101.2184,2735,1.013,9.8,38.5075,-89.6430555555556,NA,476698,-2.7,16180,432000,NA,-20.6,NA,NA,-211.8,NA,NA,2880
2015-03-14 19:06:30,HAB_0,43180,13161.26,2531,NA,10.1,38.45383,-89.3125,NA,37756,-3,16484,260287,10,-11.8888888889,-36,0,NA,-13.2777777778,7891,2760
2016-04-16 13:50:51,HAB_3,43341.99614,NA,2735,1.189,9.9,38.32133,-89.25017,-89.25017,206725,-2.7,16772,382300,91,-20.3,NA,NA,-169.8,NA,NA,2400
2016-04-16 13:52:51,HAB_2,43502,13259.4096,2735,1.247,9.7,38.5025,-89.6369444444445,NA,774580,-2.4,15608,475549,NA,-21.2,NA,NA,-172.2,NA,NA,2940
2015-03-14 19:07:00,HAB_0,43556,13275.87,2547,NA,10.1,38.456,-89.30283,NA,38095,-2.9,15904,264130,10,-11.9444444444,-38,0,NA,-13.2222222222,7907,2790
2015-03-14 19:07:30,HAB_0,43967,13401.14,2547,NA,10.1,38.45833,-89.29333,NA,38095,-2.9,15904,264130,10,-11.9444444444,-39,0,NA,-13.2222222222,7891,2820
2015-03-14 19:08:00,HAB_0,44380,13527.02,2547,NA,10,38.4605,-89.28367,NA,38439,-3.2,15272,256500,10,-12.1111111111,-40,0,NA,-13.5555555556,7891,2850
2016-04-16 13:53:51,HAB_2,44398,13532.5104,2735,1.06,9.7,38.4994444444444,-89.6425,NA,880902,-2.3,15052,491991,NA,-21,NA,NA,-167.5,NA,NA,3000
2016-04-16 13:54:51,HAB_2,44398,13532.5104,2750,1.206,9.7,38.4994444444444,-89.6425,NA,859500,-2.3,14520,498346,NA,-21.1,NA,NA,-175.8,NA,NA,3060
2016-04-16 13:55:51,HAB_2,44746,13638.5808,2750,0.944,9.6,38.4966666666667,-89.6241666666667,NA,859500,-2.5,13904,495685,NA,-20.7,NA,NA,-135.6,NA,NA,3120
2015-03-14 19:08:30,HAB_0,44770,13645.9,2547,NA,10,38.4625,-89.27333,NA,38439,-3.2,15272,256500,11,-12.1111111111,-39,0,NA,-13.5555555556,7891,2880
2015-03-14 19:09:00,HAB_0,45162,13765.38,2563,NA,9.9,38.46483,-89.264,NA,39540,-2.7,14652,257756,10,-12.2222222222,-40,0,NA,-13.7222222222,7891,2910
2016-04-16 13:53:51,HAB_3,45520.01458,NA,2735,1.06,9.7,38.31433,-89.22267,-89.22267,880902,-2.3,15052,491991,NA,-21,NA,NA,-167.5,NA,NA,2580
2015-03-14 19:09:30,HAB_0,45526,13876.32,2563,NA,9.9,38.467,-89.254,NA,39540,-2.7,14652,257756,10,-12.2222222222,-41,0,NA,-13.7222222222,7891,2940
2015-03-14 19:10:00,HAB_0,45875,13982.7,2563,NA,9.9,38.46883,-89.24433,NA,40499,-3,14136,262586,10,-12.2777777778,-39,0,NA,-13.8888888889,7891,2970
2015-03-14 19:10:30,HAB_0,46206,14083.59,2563,NA,9.9,38.47067,-89.23517,NA,40499,-3,14136,262586,93,-12.2777777778,-38,0,NA,-13.8888888889,7871,3000
2015-03-14 19:11:00,HAB_0,46539,14185.09,2578,NA,9.8,38.47217,-89.22667,NA,41157,-3.2,13648,264130,91,-12.3333333333,-37,0,NA,-13.7777777778,7871,3030
2016-04-16 13:56:51,HAB_2,46615,14208.252,2750,1.066,9.6,38.4936111111111,-89.6241666666667,NA,1619999,-2.4,13368,560691,NA,-20.3,NA,NA,-149,NA,NA,3180
2016-04-16 13:54:51,HAB_3,46687.00937,NA,2750,1.206,9.7,38.31233,-89.2125,-89.2125,859500,-2.3,14520,498346,NA,-21.1,NA,NA,-175.8,NA,NA,2640
2016-04-16 13:57:51,HAB_2,46727,14242.3896,2750,1.029,9.6,38.4925,-89.6236111111111,NA,2088000,-2.8,12932,578541,NA,-19.5,NA,NA,-141.5,NA,NA,3240
2016-04-16 13:58:51,HAB_2,46727,14242.3896,2766,1.06,9.6,38.4925,-89.6236111111111,NA,1872000,-2.7,12472,565083,NA,-18.6,NA,NA,-155.2,NA,NA,3300
2016-04-16 13:59:51,HAB_2,46727,14242.3896,2781,1.075,9.6,38.4925,-89.6236111111111,NA,880902,-3,12020,524288,NA,-17.3,NA,NA,-161.2,NA,NA,3360
2015-03-14 19:11:30,HAB_0,46914,14299.39,2578,NA,9.8,38.47317,-89.21833,NA,41157,-3.2,13648,264130,87,-12.3333333333,-38,0,NA,-13.7777777778,7891,3060
2015-03-14 19:12:00,HAB_0,47615,14513.05,2578,NA,9.8,38.47683,-89.2015,NA,42171,-2.9,13172,266202,91,-12.3333333333,-38,0,NA,-14.1111111111,7871,3090
2015-03-14 19:12:30,HAB_0,48007,14632.53,2594,NA,9.8,38.478,-89.19233,NA,42517,-3.2,12684,266723,98,-12.2777777778,-37,0,NA,-13.7777777778,7871,3120
2015-03-14 19:13:00,HAB_0,48429,14761.16,2594,NA,9.8,38.4785,-89.18283,NA,42517,-3.2,12684,266723,91,-12.2777777778,-36,0,NA,-13.7777777778,7871,3150
2015-03-14 19:13:30,HAB_0,48835,14884.91,2594,NA,9.8,38.4785,-89.17417,NA,44255,-2.8,12176,267506,85,-12.2222222222,-36,0,NA,-13.4444444444,7871,3180
2016-04-16 14:00:51,HAB_2,49110,14968.728,2781,0.961,9.5,38.4961111111111,-89.6163888888889,NA,726545,-2.6,11584,487813,NA,-16.5,NA,NA,-152.5,NA,NA,3420
2015-03-14 19:14:00,HAB_0,49220,15002.26,2594,NA,9.8,38.47833,-89.16617,NA,44255,-2.8,12176,267506,78,-12.2222222222,-38,0,NA,-13.4444444444,7871,3210
2015-03-14 19:14:30,HAB_0,49614,15122.35,2610,NA,9.9,38.47817,-89.15833,NA,43941,-3.4,11700,263357,85,-12,-38,0,NA,-13.3333333333,7871,3240
2016-04-16 14:01:51,HAB_2,49962,15228.4176,2781,1.127,9.5,38.4997222222222,-89.6061111111111,NA,964800,-2.8,11192,485741,NA,-15.1,NA,NA,-136.3,NA,NA,3480
2015-03-14 19:15:00,HAB_0,49999,15239.7,2610,NA,9.9,38.47883,-89.1505,NA,43941,-3.4,11700,263357,83,-12,-38,1,NA,-13.3333333333,7871,3270
2016-04-16 14:02:51,HAB_2,50332,15341.1936,2797,1.131,9.5,38.5052777777778,-89.6080555555556,NA,1275157,-2.6,10780,491466,NA,-14.7,NA,NA,-115.8,NA,NA,3540
2015-03-14 19:15:30,HAB_0,50390,15358.87,2610,NA,9.9,38.48017,-89.14283,NA,43785,-3.3,11260,254501,87,-11.8333333333,-39,0,NA,-13.1111111111,7871,3300
2016-04-16 13:57:51,HAB_3,50714.01081,NA,2750,1.029,9.6,38.3055,-89.1735,-89.1735,2088000,-2.8,12932,578541,52,-19.5,NA,NA,-141.5,NA,NA,2820
2015-03-14 19:16:00,HAB_0,50777,15476.83,2610,NA,9.9,38.482,-89.13533,NA,43785,-3.3,11260,254501,80,-11.8333333333,-40,1,NA,-13.1111111111,7851,3330
2016-04-16 14:03:51,HAB_2,51487,15693.2376,2797,1.045,9.4,38.5086111111111,-89.6005555555555,NA,1456200,-2.4,10424,508078,NA,-13.9,NA,NA,-118.4,NA,NA,3600
2015-03-14 19:16:30,HAB_0,51547,15711.53,2625,NA,9.9,38.48533,-89.1215,NA,43220,-2.9,10784,242349,72,-11.6111111111,-38,1,NA,-13.1666666667,7851,3360
2016-04-16 13:58:51,HAB_3,51656.00559,NA,2766,1.06,9.6,38.30467,-89.16433,-89.16433,1872000,-2.7,12472,565083,48,-18.6,NA,NA,-155.2,NA,NA,2880
2016-04-16 14:04:51,HAB_2,51658,15745.3584,2813,1.116,9.4,38.5022222222222,-89.5908333333333,NA,1737000,-2.8,10028,518061,NA,-12.9,NA,NA,-143,NA,NA,3660
2015-03-14 19:18:00,HAB_0,51918,15824.61,2625,NA,9.8,38.4865,-89.11417,NA,41732,-3,10364,236946,87,-11.3888888889,-38,1,NA,-12.9444444444,7851,3450
2015-03-14 19:18:30,HAB_0,52326,15948.96,2625,NA,9.8,38.48683,-89.1065,NA,41732,-3,10364,236946,80,-11.3888888889,-38,1,NA,-12.9444444444,7851,3480
2016-04-16 14:05:51,HAB_2,52612,16036.1376,2813,1.138,9.3,38.5063888888889,-89.5863888888889,NA,2029500,-2.5,9644,532941,NA,-12,NA,NA,-152.3,NA,NA,3720
2015-03-14 19:19:00,HAB_0,52713,16066.92,2625,NA,9.7,38.48683,-89.09967,NA,39902,-3.3,9968,227592,70,-11.1666666667,-36,1,NA,-12.7777777778,7851,3510
2016-04-16 14:06:51,HAB_2,52785,16088.868,2828,1.138,9.3,38.5069444444444,-89.5730555555556,NA,1619999,-2.5,9272,532941,NA,-11.3,NA,NA,-159,NA,NA,3780
2016-04-16 14:07:51,HAB_2,52785,16088.868,2828,1.158,9.3,38.5069444444444,-89.5730555555556,NA,1347000,-2.4,8908,506439,NA,-10,NA,NA,-136.3,NA,NA,3840
2015-03-14 19:19:30,HAB_0,53097,16183.97,2625,NA,9.7,38.48667,-89.09333,NA,39902,-3.3,9968,227592,63,-11.1666666667,-35,1,NA,-12.7777777778,7851,3540
2015-03-14 19:20:00,HAB_0,53485,16302.23,2641,NA,9.7,38.48733,-89.08783,NA,39272,-2.9,9560,221837,63,-11,-36,1,NA,-12.9444444444,7851,3570
2015-03-14 19:20:30,HAB_0,53898,16428.11,2641,NA,9.7,38.48867,-89.082,NA,39272,-2.9,9560,221837,69,-11,-38,1,NA,-12.9444444444,7927,3600
2015-03-14 19:21:00,HAB_0,54298,16550.03,2641,NA,9.7,38.49033,-89.07533,NA,37213,-3.3,9172,217500,69,-10.6666666667,-38,1,NA,-12.5555555556,7927,3630
2016-04-16 14:01:51,HAB_3,54400.98599,NA,2781,1.127,9.5,38.3005,-89.13883,-89.13883,964800,-2.8,11192,485741,44,-15.1,NA,NA,-136.3,NA,NA,3060
2015-03-14 19:21:30,HAB_0,54681,16666.77,2641,NA,9.7,38.49183,-89.06883,NA,37213,-3.3,9172,217500,67,-10.6666666667,-37,1,NA,-12.5555555556,7927,3660
2015-03-14 19:22:00,HAB_0,55061,16782.59,2656,NA,9.7,38.49283,-89.06233,NA,40453,-3,8796,218145,74,-10.4444444444,-36,1,NA,-12.1111111111,7927,3690
2016-04-16 14:08:51,HAB_2,55106,16796.3088,2844,1.132,9.2,38.5083333333333,-89.5594444444444,NA,1298250,-2.8,8580,484195,NA,-9.7,NA,NA,-180.4,NA,NA,3900
2016-04-16 14:09:51,HAB_2,55106,16796.3088,2844,1.136,9.2,38.5083333333333,-89.5594444444444,NA,2439000,-2.7,8244,523149,NA,-8.8,NA,NA,-156.7,NA,NA,3960
2016-04-16 14:03:51,HAB_3,55374.01752,NA,2797,1.045,9.4,38.29867,-89.13367,-89.13367,1456200,-2.4,10424,508078,19,-13.9,NA,NA,-118.4,NA,NA,3180
2015-03-14 19:22:30,HAB_0,55422,16892.63,2656,NA,9.7,38.49333,-89.05583,NA,40453,-3,8796,218145,63,-10.4444444444,-38,1,NA,-12.1111111111,7927,3720
2015-03-14 19:23:00,HAB_0,55795,17006.32,2656,NA,9.6,38.49367,-89.04983,NA,41300,-3.3,8476,209674,61,-10.1111111111,-36,1,NA,-12.1111111111,7927,3750
2015-03-14 19:23:30,HAB_0,56183,17124.58,2656,NA,9.6,38.49333,-89.044,NA,41300,-3.3,8476,209674,61,-10.1111111111,-36,1,NA,-12.1111111111,7907,3780
2016-04-16 14:10:51,HAB_2,56446,17204.7408,2860,1.089,9.2,38.5058333333333,-89.5527777777778,NA,1872000,-2.8,7948,522012,NA,-7.7,NA,NA,-129.3,NA,NA,4020
2015-03-14 19:24:00,HAB_0,56591,17248.94,2672,NA,9.7,38.49367,-89.03867,NA,40085,-3.3,8104,197900,59,-9.7777777778,-37,1,NA,-11.7777777778,7907,3810
2015-03-14 19:24:30,HAB_0,57007,17375.73,2672,NA,9.7,38.49367,-89.03283,NA,40085,-3.3,8104,197900,56,-9.7777777778,-38,1,NA,-11.7777777778,7907,3840
2016-04-16 14:11:51,HAB_2,57296,17463.8208,2875,1.078,9.3,38.5022222222222,-89.5477777777778,NA,2817000,-3.1,7644,583783,NA,-6.3,NA,NA,-105.3,NA,NA,4080
2015-03-14 19:25:00,HAB_0,57400,17495.52,2672,NA,9.6,38.49383,-89.027,NA,38095,-3.1,7768,187069,65,-9.5,-37,2,NA,-11.1666666667,7907,3870
2016-04-16 14:04:51,HAB_3,57470.99921,NA,2813,1.116,9.4,38.29767,-89.12333,-89.12333,1737000,-2.8,10028,518061,41,-12.9,NA,NA,-143,NA,NA,3240
2015-03-14 19:25:30,HAB_0,57790,17614.39,2672,NA,9.6,38.4935,-89.02117,NA,38095,-3.1,7768,187069,57,-9.5,-35,2,NA,-11.1666666667,7907,3900
2016-04-16 14:12:51,HAB_2,58030,17687.544,2875,1.141,9.2,38.5025,-89.5427777777778,NA,3332454,-2.8,7348,619501,NA,-5.7,NA,NA,-157.8,NA,NA,4140
2015-03-14 19:26:00,HAB_0,58203,17740.27,2688,NA,9.8,38.49367,-89.0165,NA,36158,-3,7440,180000,48,-9.1111111111,-36,2,NA,-10.8888888889,7907,3930
2016-04-16 14:05:51,HAB_3,58441.99662,NA,2813,1.138,9.3,38.30017,-89.1175,-89.1175,2029500,-2.5,9644,532941,35,-12,NA,NA,-152.3,NA,NA,3300
2015-03-14 19:26:30,HAB_0,58611,17864.63,2688,NA,9.8,38.4935,-89.0115,NA,36158,-3,7440,180000,50,-9.1111111111,-36,2,NA,-10.8888888889,7907,3960
2016-04-16 14:13:51,HAB_2,58652,17877.1296,2891,1.152,9.2,38.5027777777778,-89.5433333333333,NA,2817000,-2.9,7068,588423,NA,-4.6,NA,NA,-97,NA,NA,4200
2016-04-16 14:14:51,HAB_2,58652,17877.1296,2891,1.12,9.2,38.5027777777778,-89.5433333333333,NA,4896000,-2.9,6780,612402,NA,-3.9,NA,NA,-143.6,NA,NA,4260
2015-03-14 19:27:00,HAB_0,59022,17989.91,2688,NA,9.9,38.493,-89.00683,NA,31770,-3.3,7148,169098,43,-8.6666666667,-36,2,NA,-10.3333333333,7907,3990
2016-04-16 14:06:51,HAB_3,59310.00846,NA,2828,1.138,9.3,38.3,-89.11167,-89.11167,1619999,-2.5,9272,532941,31,-11.3,NA,NA,-159,NA,NA,3360
2015-03-14 19:27:30,HAB_0,59818,18232.53,2703,NA,9.9,38.493,-88.99667,NA,30302,-3.4,6848,165638,59,-8.2222222222,-35,2,NA,-9.5555555556,7907,4020
2015-03-14 19:28:00,HAB_0,60204,18350.18,2703,NA,9.9,38.4925,-88.99183,NA,30302,-3.4,6848,165638,46,-8.2222222222,-34,2,NA,-9.5555555556,7907,4050
2016-04-16 14:08:51,HAB_3,60216.01243,NA,2844,1.132,9.2,38.3005,-89.105,-89.105,1298250,-2.8,8580,484195,NA,-9.7,NA,NA,-180.4,NA,NA,3480
2016-04-16 14:15:51,HAB_2,60447,18424.2456,2906,1.129,9.2,38.5072222222222,-89.5330555555555,NA,3667499,-2.6,6496,620217,NA,-3,NA,NA,-144.7,NA,NA,4320
2016-04-16 14:16:51,HAB_2,60540,18452.592,2906,1.12,9.2,38.5069444444444,-89.5375,NA,8172000,-3,6260,724289,NA,-1.8,NA,NA,-96.8,NA,NA,4380
2015-03-14 19:28:30,HAB_0,60600,18470.88,2703,NA,9.9,38.492,-88.98817,NA,30397,-3.1,6552,156727,37,-7.7777777778,-33,2,NA,-9.0555555556,7907,4080
2015-03-14 19:29:00,HAB_0,60991,18590.06,2703,NA,9.9,38.49167,-88.9845,NA,30397,-3.1,6552,156727,39,-7.7777777778,-35,2,NA,-9.0555555556,7907,4110
2016-04-16 14:09:51,HAB_3,61164.01114,NA,2844,1.136,9.2,38.30033,-89.09883,-89.09883,2439000,-2.7,8244,523149,NA,-8.8,NA,NA,-156.7,NA,NA,3540
2015-03-14 19:29:30,HAB_0,61391,18711.98,2719,NA,9.9,38.49067,-88.98083,NA,29159,-3.5,6292,153296,39,-7.2777777778,-33,2,NA,-8.7777777778,7907,4140
2016-04-16 14:17:51,HAB_2,61780,18830.544,2922,1.116,9.2,38.5108333333333,-89.54,NA,7352999,-3.1,5984,692271,NA,-1,NA,NA,-107.4,NA,NA,4440
2015-03-14 19:30:00,HAB_0,61807,18838.77,2719,NA,9.9,38.48917,-88.97767,NA,29159,-3.5,6292,153296,39,-7.2777777778,-32,2,NA,-8.7777777778,7891,4170
2015-03-14 19:30:30,HAB_0,62224,18965.88,2719,NA,9.9,38.48767,-88.97433,NA,27082,-3.6,6024,142402,28,-6.8333333333,-33,2,NA,-8.2777777778,7891,4200
2016-04-16 14:18:51,HAB_2,62541,19062.4968,2938,1302,9.1,38.5033333333333,-89.5352777777778,NA,12267000,-3.3,5756,698169,NA,0,NA,NA,-183.8,NA,NA,4500
2015-03-14 19:31:00,HAB_0,62650,19095.72,2719,NA,9.9,38.48683,-88.972,NA,27082,-3.6,6024,142402,26,-6.8333333333,-34,3,NA,-8.2777777778,7891,4230
2016-04-16 14:19:51,HAB_2,62671,19102.1208,2938,1154,9.2,38.5025,-89.5313888888889,NA,10512000,-3,5536,688102,NA,1.3,NA,NA,-107.2,NA,NA,4560
2015-03-14 19:31:30,HAB_0,63095,19231.36,2735,NA,9.9,38.4865,-88.96983,NA,24071,-3.5,5752,130888,31,-6.3888888889,-34,3,NA,-7.6666666667,7891,4260
2016-04-16 14:11:51,HAB_3,63387.99415,NA,2875,1.078,9.3,38.2985,-89.097,-89.097,2817000,-3.1,7644,583783,NA,-6.3,NA,NA,-105.3,NA,NA,3660
2015-03-14 19:32:00,HAB_0,63530,19363.94,2735,NA,9.9,38.48633,-88.96733,NA,24071,-3.5,5752,130888,28,-6.3888888889,-33,3,NA,-7.6666666667,7891,4290
2016-04-16 14:20:51,HAB_2,63931,19486.1688,2953,1.368,9.2,38.5022222222222,-89.5272222222222,NA,4896000,-3.4,5312,632571,NA,2.8,NA,NA,-106.4,NA,NA,4620
2015-03-14 19:32:30,HAB_0,63941,19489.22,2735,NA,9.8,38.48533,-88.965,NA,21103,-3.8,5488,121103,28,-5.8888888889,-34,3,NA,-7.4444444444,7891,4320
2016-04-16 14:21:51,HAB_2,63979,19500.7992,2953,1.394,9.2,38.5030555555556,-89.5238888888889,NA,4896000,-3.3,5092,553268,NA,4.5,NA,NA,-118.4,NA,NA,4680
2015-03-14 19:33:00,HAB_0,64401,19629.42,2735,NA,9.8,38.4845,-88.9625,NA,21103,-3.8,5488,121103,26,-5.8888888889,-32,3,NA,-7.4444444444,7891,4350
2015-03-14 19:33:30,HAB_0,64872,19772.99,2750,NA,9.9,38.4845,-88.96,NA,19170,-3.9,5228,115781,22,-5.4444444444,-31,3,NA,-6.7222222222,7891,4380
2015-03-14 19:34:00,HAB_0,65338,19915.02,2750,NA,9.9,38.48383,-88.9575,NA,19170,-3.9,5228,115781,28,-5.4444444444,-29,3,NA,-6.7222222222,7891,4410
2016-04-16 14:22:51,HAB_2,65465,19953.732,2969,1.39,9.2,38.5061111111111,-89.5266666666667,NA,2614500,-3.6,4900,512484,NA,6.2,NA,NA,-134,NA,NA,4740
2016-04-16 14:13:51,HAB_3,65468.99816,NA,2891,1.152,9.2,38.29967,-89.09683,-89.09683,2817000,-2.9,7068,588423,NA,-4.6,NA,NA,-97,NA,NA,3780
2015-03-14 19:34:30,HAB_0,65871,20077.48,2750,NA,10.1,38.48217,-88.95567,NA,17033,-3.9,4960,108647,30,-4.8888888889,-29,3,NA,-6.0555555556,7891,4440
2016-04-16 14:23:51,HAB_2,66096,20146.0608,2985,1.434,9.2,38.5061111111111,-89.5205555555556,NA,3332454,-3.2,4700,538223,NA,7.5,NA,NA,-123.1,NA,NA,4800
2016-04-16 14:24:51,HAB_2,66198,20177.1504,3000,1.472,9.2,38.5055555555556,-89.5113888888889,NA,8172000,-3.2,4504,564452,NA,8.8,NA,NA,-101.3,NA,NA,4860
2015-03-14 19:35:00,HAB_0,66363,20227.44,2750,NA,10.1,38.4815,-88.954,NA,17033,-3.9,4960,108647,22,-4.8888888889,-28,3,NA,-6.0555555556,7891,4470
2016-04-16 14:25:51,HAB_2,66387,20234.7576,3000,1.253,9.2,38.5008333333333,-89.5038888888889,NA,5247000,-3.1,4340,608197,NA,10.4,NA,NA,-125.5,NA,NA,4920
2016-04-16 14:14:51,HAB_3,66470.01525,NA,2891,1.12,9.2,38.29983,-89.096,-89.096,4896000,-2.9,6780,612402,NA,-3.9,NA,NA,-143.6,NA,NA,3840
2015-03-14 19:35:30,HAB_0,66766,20350.28,2766,NA,9.9,38.481,-88.9515,NA,16719,-4.5,4724,103656,31,-4.3888888889,-30,4,NA,-5.1666666667,7891,4500
2016-04-16 14:15:51,HAB_3,67549.01791,NA,2906,1.129,9.2,38.29883,-89.09867,-89.09867,3667499,-2.6,6496,620217,NA,-3,NA,NA,-144.7,NA,NA,3900
2015-03-14 19:37:00,HAB_0,67566,20594.12,2766,NA,10.4,38.479,-88.94483,NA,12559,-4.1,4508,90381,41,-3.8333333333,-26,4,NA,-4.9444444444,7891,4590
2015-03-14 19:37:30,HAB_0,67955,20712.68,2766,NA,10.4,38.4775,-88.94283,NA,12559,-4.1,4508,90381,26,-3.8333333333,-28,4,NA,-4.9444444444,7891,4620
2015-03-14 19:38:00,HAB_0,68359,20835.82,2781,NA,10.4,38.47567,-88.94217,NA,10090,-4.2,4336,81111,24,-3.2777777778,-27,4,NA,-4.2777777778,7891,4650
2016-04-16 14:26:51,HAB_2,68552,20894.6496,3016,1.426,9.3,38.5066666666667,-89.5038888888889,NA,5247000,-3.9,4152,659117,NA,12,NA,NA,-98.3,NA,NA,4980
2016-04-16 14:27:51,HAB_2,68736,20950.7328,3031,1.448,9.4,38.5036111111111,-89.5086111111111,NA,6682909,-4,4000,642252,NA,13.9,NA,NA,-98.5,NA,NA,5040
2015-03-14 19:38:30,HAB_0,68783,20965.06,2781,NA,10.4,38.47417,-88.94117,NA,10090,-4.2,4336,81111,22,-3.2777777778,-26,4,NA,-4.2777777778,7891,4680
2016-04-16 14:28:51,HAB_2,68894,20998.8912,3031,1.452,9.4,38.5041666666667,-89.5111111111111,NA,14723999,-4,3832,715427,NA,15.4,NA,NA,-96.6,NA,NA,5100
2016-04-16 14:29:51,HAB_2,68980,21025.104,3047,1.435,9.4,38.5075,-89.5122222222222,NA,7352999,-4.4,3700,746222,NA,16.3,NA,NA,-95.1,NA,NA,5160
2015-03-14 19:39:00,HAB_0,69237,21103.44,2781,NA,10.4,38.47317,-88.9395,NA,8658,-4.2,4140,75731,24,-2.7222222222,-26,4,NA,-3.3888888889,7891,4710
2016-04-16 14:17:51,HAB_3,69608.99173,NA,2922,1.116,9.2,38.30133,-89.10317,-89.10317,7352999,-3.1,5984,692271,NA,-1,NA,NA,-107.4,NA,NA,4020
